ID,C1,C2,C3,C4
0,0.1337989017668834,0.0961685598143475,0.1248260628272369,0.0223247089910791
1,0.0963534329388013,0.029350187242332,0.0818792843565866,0.0191650053042458
2,0.7587347959236896,0.1874147380352468,0.4826544518655687,0.1362926543246494
3,0.6876682428013257,0.0507509514630754,0.1904990399562344,0.2048473858179995
4,0.1545462370453125,0.0544316851342927,0.1194361675371006,0.0220140719342516
5,1.0868940454277864,0.1765525737106117,0.2431325806610808,0.1678336802891926
6,0.8031086206504798,0.8915611636678904,0.1684249083119035,0.2483421392993541
7,0.1541948250563538,0.3752541608249402,0.1651504319234341,0.0220140719342516
8,0.1053702893735564,0.0954979189262729,0.241252906278573,0.0223733501065062
9,0.0923607839107236,0.0253040769806347,0.0730663576469347,0.0191650053042458
10,0.0819614348768911,0.1223567898108257,0.0962842705267071,0.0179621463197754
11,0.8306543244583255,0.2314292710055696,0.2490416547589525,0.4418986737167933
12,0.2658905833562559,0.0587803669389785,0.3264647286924124,0.0626260529992641
13,1.062330499251718,0.0515491491736128,0.5136164601499736,0.1586075126564601
14,0.1298336275689027,0.0513185530856816,0.0818792843565866,0.0220140719342516
15,5.295404337539683,0.1040180655309967,3.3593024944494068,2.1666164978545632
16,0.1286083092748842,0.0937815968644344,0.0777065764487311,0.0191650053042458
17,0.0963534329388013,0.1384804493498876,0.0768996236220523,0.0191650053042458
18,0.0819614348768911,0.2340550756256078,0.1058357574584484,0.019752930619149
19,0.1009070713374487,0.2878799679518551,0.0954773177000284,0.0168207229602621
20,2.7946543966721467,0.2284519646258076,1.2761201813191696,1.9950131264653528
21,0.1594887466238534,0.1025342546111886,0.1862067983093261,0.0220140719342516
22,0.3606850422987437,0.1176716109372108,0.3512131354146227,0.1685498473256366
23,3.5965673074427715,0.3100754923840185,1.8697864661299213,1.0486323554672772
24,0.3303218509139216,0.0852293031551625,0.0963068640631213,0.0525135992233181
25,0.2027963220210469,0.4696271186533949,0.1964431979068145,0.0668894270224036
26,0.0963534329388013,0.1488812715998364,0.0818792843565866,0.0220140719342516
27,0.2940817031379512,0.0752150977537866,0.1986082099684104,0.14638006518581
28,0.120995431051003,0.0819828350998676,0.1199376125660315,0.0400096243269281
29,0.2500413350829578,0.086806433927083,0.1866379837811514,0.0195242834765003
30,0.1990622294436863,0.1193258185106486,0.2093626546048149,0.1181927477322524
31,0.2366348054095826,0.221847953702624,0.180037686026521,0.0580176825191365
32,0.1101500008556715,0.1593206056537355,0.0818792843565866,0.0220140719342516
33,1.9915506615255685,0.2320870807437558,0.1132626688413843,0.9720066763133282
34,0.1432200129678196,0.0418305125407158,0.1158632739753052,0.0484887752703862
35,0.0923607839107236,0.0858334895513934,0.0768996236220523,0.0191650053042458
36,0.0963534329388013,0.0496284508029447,0.0768996236220523,0.0191650053042458
37,0.1449121717199406,0.1149465215440585,0.1308030434957295,0.0191650053042458
38,0.1940978592795974,0.2138203670880074,0.1386669658896103,0.0702721956207887
39,1.6844953845323718,0.0692702314976003,2.0449331691561787,0.1004328464063355
40,0.8446643419632411,0.3011121038347,0.912147765520826,0.3883860055379109
41,0.1191009212819582,0.03009218980728,0.0818792843565866,0.0546003062067093
42,0.1392089601907602,0.0882890206688415,0.0812796030732393,0.0191650053042458
43,0.1238003524088955,0.040682018070899,0.0818792843565866,0.1754367136185528
44,0.2424102671978718,0.0714940879841805,0.3379615800295547,0.0546003062067093
45,0.1084869188092372,0.0401261884602235,0.0812796030732393,0.0191650053042458
46,4.340708254680383,0.0973059005517342,1.1461737674035652,0.257019796236279
47,0.2426243385601512,0.0786566212371752,0.2747330068450943,-0.0024772450538812
48,0.1471283917383945,0.0429936002823041,0.1445035698198303,0.019752930619149
49,0.3593471289680994,0.0449468613718153,0.1052922344606891,0.0168207229602621
50,0.2591430822688809,0.0656887817202431,0.2131179152129739,0.0180235819447325
51,0.0784660669345131,0.1884556079067778,0.0742962082222625,0.0168207229602621
52,0.3678849244791737,0.0462439221067569,0.1476522521189004,0.0593514887172268
53,0.8107920790392629,0.109605445586655,0.0980971598255969,0.3601818239862104
54,0.0963534329388013,0.1494803645588007,0.1421313671235516,0.0168207229602621
55,1.2203585895079845,0.0992265664554878,1.0598815612102448,-0.0790344464454329
56,0.2261324538452274,0.0612437563016527,0.1611885083912462,0.0228782070356892
57,0.2102038766791767,0.0268090801167517,0.3141531982765123,0.0613565895495475
58,0.1031430492479077,0.0461208615000458,0.0742962082222625,0.0267222521382854
59,0.957956128481189,0.7789306995312899,0.6275317386098728,0.1725977626651065
60,0.3313847323482579,0.2176137822721983,0.6132812630458325,0.2108873418787034
61,1.845401615679609,0.7519477182853251,0.2897645389967188,0.9033521291588904
62,0.3998156550408995,0.1043249327434267,0.1939266556947082,0.0597028473879681
63,0.0963534329388013,0.0328435074974066,0.0768996236220523,0.0191650053042458
64,0.4774465718840903,0.0876876479434003,0.4201390383605435,0.3091394267998175
65,0.0923607839107236,0.2165184013486822,0.0757587180778905,0.0179621463197754
66,0.0923607839107236,0.0714737757392385,0.1255442691108733,0.0191650053042458
67,0.1345721418805143,0.2901801016181224,0.1003148724630996,0.0205339246917055
68,0.1031430492479077,0.7722109782829165,0.1049550912648961,0.0334074854639829
69,0.2116643287775761,0.0260922780929348,0.130304711296089,0.0546003062067093
70,0.4766181713970101,0.0820624305764312,0.2541621507917121,0.0191650053042458
71,0.2135191437158456,0.2097435907693096,0.2976174884316102,0.3970704552506567
72,0.2942928094019836,0.5575712464254565,0.1526044411657899,0.0220140719342516
73,0.363609105658131,0.0714065215964609,0.7801926564498395,0.0225377471673773
74,0.2798757202293447,0.0941230322697237,0.3016468434434906,0.2833214499427476
75,0.1009070713374487,0.1173775164880652,0.0818792843565866,0.0220140719342516
76,0.201062957250858,0.0853595126012322,0.1437124143194929,0.2643788670560816
77,0.1449121717199406,0.0898403243553247,0.1214488925252631,0.0191650053042458
78,0.5175189773620761,0.0681856480717641,0.2244343814746067,0.1041923926117369
79,0.3198294759098163,0.3238122828027798,0.1655375146147385,0.0244376522045122
80,0.0963534329388013,0.1841823161592828,0.0768996236220523,0.0191650053042458
81,0.6425487177515126,0.1606148571318925,0.3980394356258735,0.3606152850283315
82,0.0963534329388013,0.2118981697043153,0.0768996236220523,0.0191650053042458
83,0.9675396155401788,0.0561543597940243,0.5328138121476919,0.3523494189743423
84,5.350880081143576,0.192806328054391,2.731790964615397,2.217489419914643
85,0.241970959545458,0.0260922780929348,0.184902529472351,0.0191650053042458
86,0.1821302565116158,0.0649145831615413,0.1418806333168,0.2450117488355381
87,0.1511575544321632,0.0767150528880364,0.0830925592527315,0.0179621463197754
88,0.1352163111626825,0.0543463716952345,0.1203142099621296,0.0191650053042458
89,0.7412868020659036,0.2896837765714253,0.0763514156060815,0.1115993759034672
